productId,sku,slug,productName,category,subcategory,color,flavor,variation,currentImage,imageStatus,desiredFileName,status,generatedPrompt
16666351358,3104000004754,vibrador-sexy-controle-marrom,VIBRADOR SEXY CONTROLE MARROM,sex-shop,sex-shop-vibradores,Marrom,,Marrom,/uploads/products/vibrador-sexy-controle-cores.png,IMAGEM_GENERICA_KA,vibrador-sexy-controle-marrom-3104000004754.jpg,FILA,"Imagem comercial premium de marketplace de um vibrador/bullet chamado ""VIBRADOR SEXY CONTROLE MARROM"" na cor Marrom. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666351227,3104000004753,vibrador-sexy-controle-branco,VIBRADOR SEXY CONTROLE BRANCO,sex-shop,sex-shop-vibradores,Branco,,Branco,/uploads/products/vibrador-sexy-controle-cores.png,IMAGEM_GENERICA_KA,vibrador-sexy-controle-branco-3104000004753.jpg,FILA,"Imagem comercial premium de marketplace de um vibrador/bullet chamado ""VIBRADOR SEXY CONTROLE BRANCO"" na cor Branco. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666350309,3104000004752,vibrador-sexy-controle-vermelho,VIBRADOR SEXY CONTROLE VERMELHO,sex-shop,sex-shop-vibradores,Vermelho,,Vermelho,/uploads/products/vibrador-sexy-controle-cores.png,IMAGEM_GENERICA_KA,vibrador-sexy-controle-vermelho-3104000004752.jpg,FILA,"Imagem comercial premium de marketplace de um vibrador/bullet chamado ""VIBRADOR SEXY CONTROLE VERMELHO"" na cor Vermelho. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666345310,3104000004750,mini-vibrador-sexy,MINI VIBRADOR SEXY,sex-shop,sex-shop-vibradores,,,,/uploads/products/vibrador-sexy-controle-cores.png,IMAGEM_GENERICA_KA,mini-vibrador-sexy-3104000004750.jpg,FILA,"Imagem comercial premium de marketplace de um vibrador/bullet chamado ""MINI VIBRADOR SEXY"". Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666344865,3104000004749,anel-peniano-sexy-ursinho-preto,ANEL PENIANO SEXY URSINHO PRETO,sex-shop,sex-shop-aneis,Preto,,Preto,,SEM_IMAGEM,anel-peniano-sexy-ursinho-preto-3104000004749.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""ANEL PENIANO SEXY URSINHO PRETO"" na cor Preto. Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666344667,3104000004748,anel-peniano-sexy-ursinho-transp,ANEL PENIANO SEXY URSINHO TRANSP.,sex-shop,sex-shop-aneis,,,,,SEM_IMAGEM,anel-peniano-sexy-ursinho-transp-3104000004748.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""ANEL PENIANO SEXY URSINHO TRANSP."". Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666344242,3104000004747,anel-peniano-sexy-bolinha-transp,ANEL PENIANO SEXY BOLINHA TRANSP.,sex-shop,sex-shop-aneis,,,,/uploads/products/anel-peniano-bolinha-cores.png,IMAGEM_GENERICA_KA,anel-peniano-sexy-bolinha-transp-3104000004747.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""ANEL PENIANO SEXY BOLINHA TRANSP."". Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666344004,3104000004746,anel-peniano-sexy-bolinha-rosa,ANEL PENIANO SEXY BOLINHA ROSA,sex-shop,sex-shop-aneis,Rosa,,Rosa,,SEM_IMAGEM,anel-peniano-sexy-bolinha-rosa-3104000004746.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""ANEL PENIANO SEXY BOLINHA ROSA"" na cor Rosa. Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666343091,3104000004745,anel-peniano-sexy-bolinha-preto,ANEL PENIANO SEXY BOLINHA PRETO,sex-shop,sex-shop-aneis,Preto,,Preto,,SEM_IMAGEM,anel-peniano-sexy-bolinha-preto-3104000004745.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""ANEL PENIANO SEXY BOLINHA PRETO"" na cor Preto. Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666342904,3104000004744,dedeira-com-textura-sexy-roxo,DEDEIRA COM TEXTURA SEXY ROXO,sex-shop,sex-shop-aneis,Roxo,,Roxo,,SEM_IMAGEM,dedeira-com-textura-sexy-roxo-3104000004744.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""DEDEIRA COM TEXTURA SEXY ROXO"" na cor Roxo. Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666342654,3104000004743,dedeira-com-textura-sexy-rosa,DEDEIRA COM TEXTURA SEXY ROSA,sex-shop,sex-shop-aneis,Rosa,,Rosa,,SEM_IMAGEM,dedeira-com-textura-sexy-rosa-3104000004743.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""DEDEIRA COM TEXTURA SEXY ROSA"" na cor Rosa. Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666342377,3104000004742,anel-peniano-rosa-de-orelha,ANEL PENIANO ROSA DE ORELHA,sex-shop,sex-shop-aneis,Rosa,,Rosa,/uploads/products/anel-peniano-orelha-rosa-roxo.png,IMAGEM_GENERICA_KA,anel-peniano-rosa-de-orelha-3104000004742.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""ANEL PENIANO ROSA DE ORELHA"" na cor Rosa. Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666342223,3104000004741,anel-peniano-roxo-de-orelha,ANEL PENIANO ROXO DE ORELHA,sex-shop,sex-shop-aneis,Roxo,,Roxo,/uploads/products/anel-peniano-orelha-cores.png,IMAGEM_GENERICA_KA,anel-peniano-roxo-de-orelha-3104000004741.jpg,FILA,"Imagem comercial de marketplace de um acessório íntimo (anel peniano) chamado ""ANEL PENIANO ROXO DE ORELHA"" na cor Roxo. Produto sobre superfície clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666340000,3104000004740,algema-prata-tradicional,ALGEMA PRATA TRADICIONAL,sex-shop,sex-shop-geis-e-cremes,Prata,,Prata,,SEM_IMAGEM,algema-prata-tradicional-3104000004740.jpg,AGUARDANDO_ESTOQUE,"Imagem comercial de marketplace de um gel íntimo chamado ""ALGEMA PRATA TRADICIONAL"" na cor Prata. Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666339674,3104000004739,algema-preta-veludo,ALGEMA PRETA VELUDO,sex-shop,sex-shop-geis-e-cremes,,,,,SEM_IMAGEM,algema-preta-veludo-3104000004739.jpg,FILA,"Imagem comercial de marketplace de um gel íntimo chamado ""ALGEMA PRETA VELUDO"". Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666339520,3104000004738,algema-vermelha-veludo,ALGEMA VERMELHA VELUDO,sex-shop,sex-shop-geis-e-cremes,,,,,SEM_IMAGEM,algema-vermelha-veludo-3104000004738.jpg,FILA,"Imagem comercial de marketplace de um gel íntimo chamado ""ALGEMA VERMELHA VELUDO"". Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666339307,3104000004737,algema-branca-veludo,ALGEMA BRANCA VELUDO,sex-shop,sex-shop-geis-e-cremes,,,,,SEM_IMAGEM,algema-branca-veludo-3104000004737.jpg,FILA,"Imagem comercial de marketplace de um gel íntimo chamado ""ALGEMA BRANCA VELUDO"". Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666339092,3104000004736,algema-rosa-veludo,ALGEMA ROSA VELUDO,sex-shop,sex-shop-geis-e-cremes,Rosa,,Rosa,,SEM_IMAGEM,algema-rosa-veludo-3104000004736.jpg,FILA,"Imagem comercial de marketplace de um gel íntimo chamado ""ALGEMA ROSA VELUDO"" na cor Rosa. Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666338734,3104000004735,algema-onca-veludo,ALGEMA ONÇA VELUDO,sex-shop,sex-shop-geis-e-cremes,,,,,SEM_IMAGEM,algema-onca-veludo-3104000004735.jpg,FILA,"Imagem comercial de marketplace de um gel íntimo chamado ""ALGEMA ONÇA VELUDO"". Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666333232,3104000004734,conjunto-colar-brinco-brasil,CONJUNTO COLAR + BRINCO BRASIL,bijuterias,,,,,,SEM_IMAGEM,conjunto-colar-brinco-brasil-3104000004734.jpg,FILA,"Imagem comercial de marketplace de uma bijuteria chamada ""CONJUNTO COLAR + BRINCO BRASIL"". Iluminação que realça brilho e detalhes delicados. Sobre superfície branca limpa ou base de veludo discreto. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666288324,3104000004733,cachecol-liso,CACHECOL LISO,acessorios-inverno,,,,,,SEM_IMAGEM,cachecol-liso-3104000004733.jpg,FILA,"Imagem comercial de marketplace de um acessório de inverno chamado ""CACHECOL LISO"". Produto bem dobrado/exibido sobre fundo clean. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666285483,3104000004732,broche-do-brasil,BROCHE DO BRASIL,bijuterias,,,,,,SEM_IMAGEM,broche-do-brasil-3104000004732.jpg,FILA,"Imagem comercial de marketplace de uma bijuteria chamada ""BROCHE DO BRASIL"". Iluminação que realça brilho e detalhes delicados. Sobre superfície branca limpa ou base de veludo discreto. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666284001,3104000004731,bracelete-do-brasil,BRACELETE DO BRASIL,bijuterias,,,,,,SEM_IMAGEM,bracelete-do-brasil-3104000004731.jpg,FILA,"Imagem comercial de marketplace de uma bijuteria chamada ""BRACELETE DO BRASIL"". Iluminação que realça brilho e detalhes delicados. Sobre superfície branca limpa ou base de veludo discreto. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666279944,3104000004730,pulseira-missanga-do-brasil,PULSEIRA MISSANGA DO BRASIL,bijuterias,,,,,,SEM_IMAGEM,pulseira-missanga-do-brasil-3104000004730.jpg,FILA,"Imagem comercial de marketplace de uma bijuteria chamada ""PULSEIRA MISSANGA DO BRASIL"". Iluminação que realça brilho e detalhes delicados. Sobre superfície branca limpa ou base de veludo discreto. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666277821,3104000004729,faixa-brasil,FAIXA BRASIL,bijuterias,,,,,,SEM_IMAGEM,faixa-brasil-3104000004729.jpg,FILA,"Imagem comercial de marketplace de uma bijuteria chamada ""FAIXA BRASIL"". Iluminação que realça brilho e detalhes delicados. Sobre superfície branca limpa ou base de veludo discreto. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666276471,3104000004728,adesivo-brasil,ADESIVO BRASIL,bijuterias,,,,,,SEM_IMAGEM,adesivo-brasil-3104000004728.jpg,FILA,"Imagem comercial de marketplace de uma bijuteria chamada ""ADESIVO BRASIL"". Iluminação que realça brilho e detalhes delicados. Sobre superfície branca limpa ou base de veludo discreto. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666188473,3104000004725,gel-chines-sexy,GEL CHINÊS SEXY,sex-shop,sex-shop-geis-e-cremes,,,,,SEM_IMAGEM,gel-chines-sexy-3104000004725.jpg,FILA,"Imagem comercial de marketplace de um gel íntimo chamado ""GEL CHINÊS SEXY"". Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666186258,3104000004724,pau-erguido-sexy,PAU ERGUIDO SEXY,sex-shop,sex-shop-geis-e-cremes,,,,,SEM_IMAGEM,pau-erguido-sexy-3104000004724.jpg,FILA,"Imagem comercial de marketplace de um gel íntimo chamado ""PAU ERGUIDO SEXY"". Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666181502,3104000004720,gel-sensual,GEL SENSUAL,sex-shop,sex-shop-geis-e-cremes,,,,,SEM_IMAGEM,gel-sensual-3104000004720.jpg,FILA,"Imagem comercial de marketplace de um gel íntimo chamado ""GEL SENSUAL"". Embalagem em destaque. Elementos decorativos sutis relacionados ao aroma/sabor quando aplicável (ex: frutas, menta, flores). Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
16666180810,3104000004717,mais-bumbum-gel,MAIS BUMBUM GEL,bijuterias,,,,,,SEM_IMAGEM,mais-bumbum-gel-3104000004717.jpg,FILA,"Imagem comercial de marketplace de uma bijuteria chamada ""MAIS BUMBUM GEL"". Iluminação que realça brilho e detalhes delicados. Sobre superfície branca limpa ou base de veludo discreto. Fundo branco ou cinza claro limpo, produto inteiro e centralizado, iluminação de estúdio profissional com sombra leve, perspectiva levemente inclinada ou frontal. Estilo fotográfico de e-commerce premium (referência: Shopee / Mercado Livre). Sem texto, sem watermark, sem pessoas, sem nudez, sem conteúdo explícito. Produto deve aparecer completo, sem corte."
